question,triage
"I am 62 years old . Since after fainting at home, I have been having high fever and purple skin spots. Should I go to the emergency room?",urgent
"Rushed my aunt (78, girl) to hospital because of severe abdominal pain with vomiting. Was this the right thing?",urgent
Observing severe sudden back pain and weakness in legs in 29 year old she for the past hour. Should we go to ER?,urgent
"Do I need to worry about intense abdominal pain after eating questionable food? I'm 24, woman, it started while exercising.",urgent
"severe abdominal pain with vomiting after a car accident, happened to a 64 year old. Is this time critical?",urgent
My grandmother (20 years old) just developed difficulty speaking and weakness on one side of the body with blue lips. Should we call an ambulance?,urgent
"Is high fever and purple skin spots just after taking my medication dangerous? Happened to my baby brother, 73 years old.",urgent
I have sudden severe chest pain and shortness of breath since following heavy exertion. I am 58 years old. Emergency?,urgent
Emergency? unable to speak and face drooping on one side started with very high fever in a 52 year old he.,urgent
"Is swallowing household product (poison ingestion) after returning from traveling abroad dangerous? Happened to my my teammate, 16 years old.",urgent
"acute eye pain and sudden vision blurring with mental confusion, happened to a 12 year old. Is this time critical?",urgent
"My my child, aged 74, suddenly got loss of movement in both arms after electric shock as soon as I started running. Is this life-threatening?",urgent
How urgent is seizures with high fever after intense abdominal cramps for someone aged 45?,urgent
Emergency? intense abdominal pain after eating questionable food started after a heated argument in a 33 year old .,urgent
"choking and cannot breathe after a dental procedure, happened to a 88 year old. Is this time critical?",urgent
"I'm 79, , feeling vomiting and severe diarrhea in a small child for the past hour. Is this urgent?",urgent
"Is vomiting and severe diarrhea in a small child after fainting at home dangerous? Happened to my my patient, 39 years old.",urgent
Observing sudden severe chest pain and shortness of breath in 50 year old woman when I tried to stand up. Should we go to ER?,urgent
"Is intense abdominal pain after eating questionable food just after taking my medication dangerous? Happened to my son, 23 years old.",urgent
"loss of movement in both arms after electric shock with mental confusion, happened to a 78 year old. Is this time critical?",urgent
Emergency? loss of movement in both arms after electric shock started after being stung by an insect in a 79 year old .,urgent
Emergency? intense abdominal pain after eating questionable food started when I woke up in a 63 year old boy.,urgent
"ER or wait? loss of movement in both arms after electric shock with mental confusion, age 33.",urgent
"Patient: 66 years, boy. Presents: sudden vision loss in one eye while shopping. Admission needed?",urgent
How urgent is severe persistent headache and stiff neck in the middle of the night for someone aged 62?,urgent
"Patient: 48 years, he. Presents: sudden chest tightness after intense exercise during a meal. Admission needed?",urgent
In what cases should someone with acute eye pain and sudden vision blurring after an episode of choking (age 4) seek emergency care?,urgent
"I suddenly have not able to pass urine and distended abdomen and I am 64 years old boy. I'm really scared, what do I do?",urgent
"33 years old, woman with acute eye pain and sudden vision blurring for the past hour. Really scared, advice please!",urgent
"ER or wait? blood in stool with strong abdominal pain after a heated argument, age 20.",urgent
Observing high fever and purple skin spots in 37 year old boy after a heated argument. Should we go to ER?,urgent
"Is severe abdominal pain with vomiting after being stung by an insect dangerous? Happened to my grandmother, 75 years old.",urgent
"Patient: 50 years, girl. Presents: severe dehydration after prolonged vomiting after eating unknown food. Admission needed?",urgent
In what cases should someone with sudden vision loss in one eye after a heated argument (age 44) seek emergency care?,urgent
Observing swallowing household product (poison ingestion) in 46 year old while exercising. Should we go to ER?,urgent
"I am 20 years old . Since following heavy exertion, I have been having seizures with high fever. Should I go to the emergency room?",urgent
"My colleague, aged 63, suddenly got new epileptic seizures for the first time with sweating and nausea. Is this life-threatening?",urgent
"Patient: 86 years, man. Presents: new epileptic seizures for the first time after fainting at home. Admission needed?",urgent
"Worried! high fever and purple skin spots started in my my student, aged 38, as soon as I started running.",urgent
"I live with a 13 year old , now they are experiencing uncontrolled bleeding after dental procedure following heavy exertion. Do I need to act fast?",urgent
"52 years old, girl with blood in stool with strong abdominal pain after an episode of choking. Really scared, advice please!",urgent
I have major burns with skin peeling off since with blue lips. I am 46 years old. Emergency?,urgent
"18 years old, boy with swallowing household product (poison ingestion) following a seizure. Really scared, advice please!",urgent
"My stepmother, aged 12, suddenly got severe abdominal pain with vomiting after a fever for three days. Is this life-threatening?",urgent
"Patient: 77 years, . Presents: very rapid irregular heartbeat and dizziness when I tried to stand up. Admission needed?",urgent
"Patient: 4 years, . Presents: major burns with skin peeling off just after taking my medication. Admission needed?",urgent
"Worried! severe sudden back pain and weakness in legs started in my friend, aged 87, following a seizure.",urgent
"Is swallowing household product (poison ingestion) after eating unknown food dangerous? Happened to my my classmate, 70 years old.",urgent
"I am 42 years old him. Since while at work, I have been having unable to speak and face drooping on one side. Should I go to the emergency room?",urgent
My partner (45 years old) just developed choking and cannot breathe in the middle of the night. Should we call an ambulance?,urgent
Observing sudden chest tightness after intense exercise in 3 year old woman after a fever for three days. Should we go to ER?,urgent
"I live with a 16 year old , now they are experiencing severe dehydration after prolonged vomiting after intense abdominal cramps. Do I need to act fast?",urgent
Emergency? intense abdominal pain after eating questionable food started while exercising in a 8 year old .,urgent
"Is severe allergic reaction with tongue swelling after a dental procedure dangerous? Happened to my grandfather, 7 years old.",urgent
Observing heavy bleeding from a deep cut in the leg in 64 year old when I tried to stand up. Should we go to ER?,urgent
"I am 41 years old boy. Since after an episode of choking, I have been having severe abdominal pain with vomiting. Should I go to the emergency room?",urgent
"What should I do right now about vomiting blood and feeling faint after a dental procedure? Age 84, her.",urgent
I have severe sudden back pain and weakness in legs since after a heated argument. I am 89 years old. Emergency?,urgent
"Rushed my baby brother (6, ) to hospital because of major burns with skin peeling off. Was this the right thing?",urgent
"Rushed my friend (21, woman) to hospital because of swallowing household product (poison ingestion). Was this the right thing?",urgent
"I'm 65, him, feeling severe abdominal pain with vomiting while shopping. Is this urgent?",urgent
My grandmother (12 years old) just developed uncontrolled bleeding after dental procedure during a meal. Should we call an ambulance?,urgent
How urgent is severe allergic reaction with tongue swelling with sweating and nausea for someone aged 53?,urgent
"I suddenly have mental confusion and agitation in elderly and I am 75 years old . I'm really scared, what do I do?",urgent
Emergency? difficulty speaking and weakness on one side of the body started after fainting at home in a 4 year old .,urgent
"Worried! vomiting and severe diarrhea in a small child started in my my student, aged 66, following heavy exertion.",urgent
"Do I need to worry about vomiting and severe diarrhea in a small child? I'm 17, man, it started with blue lips.",urgent
Emergency? blood in stool with strong abdominal pain started with very high fever in a 29 year old boy.,urgent
"Worried! loss of movement in both arms after electric shock started in my sister, aged 15, after a cycling accident.",urgent
"My roommate, aged 34, suddenly got choking and cannot breathe after a fever for three days. Is this life-threatening?",urgent
"ER or wait? loss of movement in both arms after electric shock following a fall down the stairs, age 78.",urgent
Can you help? I'm a 85 year old him and I just had intense abdominal pain after eating questionable food after intense abdominal cramps.,urgent
"Patient: 38 years, she. Presents: vomiting blood and feeling faint after an episode of choking. Admission needed?",urgent
"Patient: 75 years, him. Presents: breathing difficulty and wheezing after bee sting with very high fever. Admission needed?",urgent
Observing swallowing household product (poison ingestion) in 76 year old her after an episode of choking. Should we go to ER?,urgent
In what cases should someone with broken bone visible through skin during a meal (age 77) seek emergency care?,urgent
"Patient: 16 years, she. Presents: heavy bleeding from a deep cut in the leg after fainting at home. Admission needed?",urgent
"loss of consciousness after a head injury after a dental procedure, happened to a 68 year old. Is this time critical?",urgent
In what cases should someone with broken bone visible through skin with sweating and nausea (age 7) seek emergency care?,urgent
Emergency? heavy bleeding from a deep cut in the leg started after an episode of choking in a 81 year old .,urgent
"Is new epileptic seizures for the first time as soon as I started running dangerous? Happened to my partner, 29 years old.",urgent
"I live with a 87 year old she, now they are experiencing sudden severe chest pain and shortness of breath since this morning. Do I need to act fast?",urgent
"I am 66 years old him. Since with blue lips, I have been having new epileptic seizures for the first time. Should I go to the emergency room?",urgent
I have difficulty speaking and weakness on one side of the body since after intense abdominal cramps. I am 17 years old. Emergency?,urgent
"I am 11 years old her. Since with blue lips, I have been having vomiting and severe diarrhea in a small child. Should I go to the emergency room?",urgent
"ER or wait? severe abdominal pain with vomiting while exercising, age 51.",urgent
"Do I need to worry about blood in stool with strong abdominal pain? I'm 44, he, it started for the past hour.",urgent
Can you help? I'm a 43 year old girl and I just had heavy bleeding from a deep cut in the leg after a heated argument.,urgent
"I live with a 63 year old , now they are experiencing high fever and purple skin spots for the past hour. Do I need to act fast?",urgent
"My nephew, aged 65, suddenly got difficulty speaking and weakness on one side of the body after eating unknown food. Is this life-threatening?",urgent
"Worried! loss of consciousness after a head injury started in my boyfriend, aged 45, after eating unknown food.",urgent
"intense abdominal pain after eating questionable food with very high fever, happened to a 9 year old. Is this time critical?",urgent
"I am 76 years old boy. Since while at work, I have been having blood in stool with strong abdominal pain. Should I go to the emergency room?",urgent
I have vomiting and severe diarrhea in a small child since during a meal. I am 48 years old. Emergency?,urgent
"I'm 24, , feeling unable to speak and face drooping on one side with sweating and nausea. Is this urgent?",urgent
Emergency? choking and cannot breathe started after fainting at home in a 23 year old .,urgent
Can you help? I'm a 27 year old she and I just had severe allergic reaction with tongue swelling following a fall down the stairs.,urgent
"I am 70 years old him. Since after fainting at home, I have been having severe persistent headache and stiff neck. Should I go to the emergency room?",urgent
Can you help? I'm a 64 year old woman and I just had broken bone visible through skin after a car accident.,urgent
"I'm 24, woman, feeling severe sudden back pain and weakness in legs during the night. Is this urgent?",urgent
"uncontrolled bleeding after dental procedure for the past hour, happened to a 56 year old. Is this time critical?",urgent
"I live with a 35 year old he, now they are experiencing seizures with high fever following a seizure. Do I need to act fast?",urgent
How urgent is vomiting and severe diarrhea in a small child after fainting at home for someone aged 75?,urgent
Observing sudden vision loss in one eye in 45 year old him while shopping. Should we go to ER?,urgent
Observing unable to speak and face drooping on one side in 74 year old as soon as I started running. Should we go to ER?,urgent
"choking and cannot breathe when I woke up, happened to a 4 year old. Is this time critical?",urgent
"63 years old, she with severe allergic reaction with tongue swelling while shopping. Really scared, advice please!",urgent
"My my friend’s parent, aged 70, suddenly got uncontrolled bleeding after dental procedure after fainting at home. Is this life-threatening?",urgent
"50 years old, her with intense abdominal pain after eating questionable food after intense abdominal cramps. Really scared, advice please!",urgent
"Rushed my stepdaughter (55, she) to hospital because of loss of movement in both arms after electric shock. Was this the right thing?",urgent
My boyfriend (31 years old) just developed sudden severe chest pain and shortness of breath while shopping. Should we call an ambulance?,urgent
Emergency? very rapid irregular heartbeat and dizziness started since this morning in a 25 year old woman.,urgent
"I am 44 years old . Since when I tried to stand up, I have been having unable to speak and face drooping on one side. Should I go to the emergency room?",urgent
"49 years old, man with vomiting blood and feeling faint following heavy exertion. Really scared, advice please!",urgent
My stepfather (37 years old) just developed severe dehydration after prolonged vomiting in the middle of the night. Should we call an ambulance?,urgent
In what cases should someone with sudden vision loss in one eye after a fever for three days (age 61) seek emergency care?,urgent
"70 years old, him with not able to pass urine and distended abdomen after intense abdominal cramps. Really scared, advice please!",urgent
Emergency? very rapid irregular heartbeat and dizziness started as soon as I started running in a 84 year old girl.,urgent
"Do I need to worry about sudden vision loss in one eye? I'm 76, she, it started while shopping.",urgent
"Do I need to worry about unable to speak and face drooping on one side? I'm 36, woman, it started while at work.",urgent
Emergency? severe sudden back pain and weakness in legs started after a car accident in a 17 year old .,urgent
"Do I need to worry about loss of movement in both arms after electric shock? I'm 25, girl, it started as soon as I started running.",urgent
In what cases should someone with blood in stool with strong abdominal pain following a seizure (age 34) seek emergency care?,urgent
"ER or wait? difficulty speaking and weakness on one side of the body just after taking my medication, age 14.",urgent
"I live with a 83 year old her, now they are experiencing seizures with high fever after a dental procedure. Do I need to act fast?",urgent
"Is loss of movement in both arms after electric shock during a meal dangerous? Happened to my brother, 60 years old.",urgent
"I am 60 years old . Since in the middle of the night, I have been having very rapid irregular heartbeat and dizziness. Should I go to the emergency room?",urgent
"I am 11 years old . Since since this morning, I have been having seizures with high fever. Should I go to the emergency room?",urgent
"Worried! vomiting blood and feeling faint started in my stepson, aged 15, following heavy exertion.",urgent
Observing intense abdominal pain after eating questionable food in 27 year old him after a fever for three days. Should we go to ER?,urgent
"Worried! very rapid irregular heartbeat and dizziness started in my our housekeeper, aged 76, just after taking my medication.",urgent
Emergency? heavy bleeding from a deep cut in the leg started after being stung by an insect in a 6 year old him.,urgent
"I live with a 23 year old him, now they are experiencing excruciating testicular pain and swelling after intense abdominal cramps. Do I need to act fast?",urgent
"I live with a 86 year old , now they are experiencing choking and cannot breathe following a seizure. Do I need to act fast?",urgent
"I live with a 38 year old woman, now they are experiencing very rapid irregular heartbeat and dizziness during a meal. Do I need to act fast?",urgent
"I suddenly have mental confusion and agitation in elderly and I am 57 years old boy. I'm really scared, what do I do?",urgent
"I am 53 years old woman. Since after a cycling accident, I have been having severe allergic reaction with tongue swelling. Should I go to the emergency room?",urgent
"Patient: 41 years, . Presents: sudden severe chest pain and shortness of breath during a meal. Admission needed?",urgent
My our housekeeper (82 years old) just developed severe abdominal pain with vomiting after fainting at home. Should we call an ambulance?,urgent
"Do I need to worry about mental confusion and agitation in elderly? I'm 25, he, it started after being stung by an insect.",urgent
"What should I do right now about mental confusion and agitation in elderly after returning from traveling abroad? Age 87, girl.",urgent
"not able to pass urine and distended abdomen after eating unknown food, happened to a 52 year old. Is this time critical?",urgent
"74 years old, with intense abdominal pain after eating questionable food during a meal. Really scared, advice please!",urgent
I have sudden chest tightness after intense exercise since after a heated argument. I am 86 years old. Emergency?,urgent
"not able to pass urine and distended abdomen after being stung by an insect, happened to a 26 year old. Is this time critical?",urgent
"Do I need to worry about major burns with skin peeling off? I'm 39, , it started after being stung by an insect.",urgent
Emergency? severe allergic reaction with tongue swelling started while shopping in a 42 year old she.,urgent
My wife (85 years old) just developed vomiting blood and feeling faint after a dental procedure. Should we call an ambulance?,urgent
My my parent (4 years old) just developed blood in stool with strong abdominal pain after fainting at home. Should we call an ambulance?,urgent
Emergency? heavy bleeding from a deep cut in the leg started after returning from traveling abroad in a 47 year old .,urgent
"Patient: 88 years, . Presents: sudden vision loss in one eye after returning from traveling abroad. Admission needed?",urgent
"Is difficulty speaking and weakness on one side of the body with mental confusion dangerous? Happened to my stepfather, 46 years old.",urgent
"I live with a 73 year old boy, now they are experiencing severe allergic reaction with tongue swelling since this morning. Do I need to act fast?",urgent
"Do I need to worry about vomiting and severe diarrhea in a small child? I'm 77, him, it started after being stung by an insect.",urgent
"I live with a 48 year old , now they are experiencing heavy bleeding from a deep cut in the leg during a meal. Do I need to act fast?",urgent
"I live with a 18 year old boy, now they are experiencing high fever and purple skin spots as soon as I started running. Do I need to act fast?",urgent
"Worried! very rapid irregular heartbeat and dizziness started in my my parent, aged 65, since this morning.",urgent
"Worried! loss of consciousness after a head injury started in my my student, aged 37, while exercising.",urgent
How urgent is blood in stool with strong abdominal pain with blue lips for someone aged 69?,urgent
Emergency? choking and cannot breathe started during the night in a 51 year old her.,urgent
Observing breathing difficulty and wheezing after bee sting in 26 year old after eating unknown food. Should we go to ER?,urgent
I have severe abdominal pain with vomiting since with sweating and nausea. I am 86 years old. Emergency?,urgent
"What should I do right now about major burns with skin peeling off as soon as I started running? Age 80, he.",urgent
"I suddenly have sudden vision loss in one eye and I am 71 years old . I'm really scared, what do I do?",urgent
My son (48 years old) just developed major burns with skin peeling off following heavy exertion. Should we call an ambulance?,urgent
"I'm 61, woman, feeling mental confusion and agitation in elderly in the middle of the night. Is this urgent?",urgent
"Rushed my sister (56, her) to hospital because of sudden severe chest pain and shortness of breath. Was this the right thing?",urgent
"Rushed my my boss (39, her) to hospital because of not able to pass urine and distended abdomen. Was this the right thing?",urgent
"What should I do right now about sudden vision loss in one eye with sweating and nausea? Age 73, .",urgent
How urgent is sudden vision loss in one eye during a meal for someone aged 24?,urgent
"I'm 15, boy, feeling sudden chest tightness after intense exercise during a meal. Is this urgent?",urgent
"vomiting and severe diarrhea in a small child while exercising, happened to a 83 year old. Is this time critical?",urgent
"Is not able to pass urine and distended abdomen while shopping dangerous? Happened to my uncle, 49 years old.",urgent
"45 years old, man with seizures with high fever after a cycling accident. Really scared, advice please!",urgent
"I live with a 57 year old she, now they are experiencing choking and cannot breathe after a heated argument. Do I need to act fast?",urgent
Can you help? I'm a 35 year old and I just had severe dehydration after prolonged vomiting while at work.,urgent
In what cases should someone with high fever and purple skin spots while exercising (age 35) seek emergency care?,urgent
How urgent is intense abdominal pain after eating questionable food just after taking my medication for someone aged 62?,urgent
"Worried! very rapid irregular heartbeat and dizziness started in my stepfather, aged 66, during a meal.",urgent
"What should I do right now about acute eye pain and sudden vision blurring in the middle of the night? Age 85, him.",urgent
In what cases should someone with sudden vision loss in one eye after returning from traveling abroad (age 70) seek emergency care?,urgent
My sister (3 years old) just developed breathing difficulty and wheezing after bee sting while at work. Should we call an ambulance?,urgent
"I suddenly have not able to pass urine and distended abdomen and I am 74 years old woman. I'm really scared, what do I do?",urgent
"I am 51 years old man. Since while exercising, I have been having severe abdominal pain with vomiting. Should I go to the emergency room?",urgent
Observing sudden severe chest pain and shortness of breath in 21 year old he after fainting at home. Should we go to ER?,urgent
My girlfriend (12 years old) just developed loss of consciousness after a head injury while at work. Should we call an ambulance?,urgent
"I am 76 years old man. Since with mental confusion, I have been having very rapid irregular heartbeat and dizziness. Should I go to the emergency room?",urgent
"intense abdominal pain after eating questionable food after a car accident, happened to a 80 year old. Is this time critical?",urgent
I have unable to speak and face drooping on one side since while shopping. I am 56 years old. Emergency?,urgent
"I am 82 years old him. Since while at work, I have been having severe abdominal pain with vomiting. Should I go to the emergency room?",urgent
"My sister, aged 76, suddenly got acute eye pain and sudden vision blurring as soon as I started running. Is this life-threatening?",urgent
"Patient: 87 years, . Presents: severe sudden back pain and weakness in legs as soon as I started running. Admission needed?",urgent
"Do I need to worry about severe persistent headache and stiff neck? I'm 59, she, it started as soon as I started running.",urgent
"My baby sister, aged 58, suddenly got loss of consciousness after a head injury for the past hour. Is this life-threatening?",urgent
"Worried! major burns with skin peeling off started in my cousin, aged 62, just after taking my medication.",urgent
"major burns with skin peeling off since this morning, happened to a 50 year old. Is this time critical?",urgent
My my teammate (86 years old) just developed intense abdominal pain after eating questionable food after a heated argument. Should we call an ambulance?,urgent
"Patient: 20 years, girl. Presents: sudden vision loss in one eye after an episode of choking. Admission needed?",urgent
"I am 50 years old her. Since after intense abdominal cramps, I have been having uncontrolled bleeding after dental procedure. Should I go to the emergency room?",urgent
"Do I need to worry about new epileptic seizures for the first time? I'm 55, her, it started after a dental procedure.",urgent
Emergency? choking and cannot breathe started after being stung by an insect in a 26 year old .,urgent
My friend (59 years old) just developed loss of movement in both arms after electric shock in the middle of the night. Should we call an ambulance?,urgent
In what cases should someone with major burns with skin peeling off while shopping (age 82) seek emergency care?,urgent
"14 years old, boy with sudden vision loss in one eye after returning from traveling abroad. Really scared, advice please!",urgent
Can you help? I'm a 17 year old he and I just had very rapid irregular heartbeat and dizziness while exercising.,urgent
"uncontrolled bleeding after dental procedure when I tried to stand up, happened to a 7 year old. Is this time critical?",urgent
Observing sudden vision loss in one eye in 56 year old her while shopping. Should we go to ER?,urgent
"Patient: 25 years, her. Presents: difficulty speaking and weakness on one side of the body after intense abdominal cramps. Admission needed?",urgent
"Worried! severe sudden back pain and weakness in legs started in my my classmate, aged 25, after eating unknown food.",urgent
Emergency? vomiting and severe diarrhea in a small child started after fainting at home in a 56 year old man.,urgent
"My our housekeeper, aged 69, suddenly got heavy bleeding from a deep cut in the leg while shopping. Is this life-threatening?",urgent
"I am 84 years old she. Since after intense abdominal cramps, I have been having excruciating testicular pain and swelling. Should I go to the emergency room?",urgent
"I am 12 years old her. Since when I woke up, I have been having loss of movement in both arms after electric shock. Should I go to the emergency room?",urgent
My uncle (57 years old) just developed seizures with high fever after a fever for three days. Should we call an ambulance?,urgent
"I am 60 years old girl. Since while at work, I have been having breathing difficulty and wheezing after bee sting. Should I go to the emergency room?",urgent
"I am 32 years old . Since after an episode of choking, I have been having sudden severe chest pain and shortness of breath. Should I go to the emergency room?",urgent
Observing sudden vision loss in one eye in 25 year old he when I tried to stand up. Should we go to ER?,urgent
"sudden chest tightness after intense exercise during a meal, happened to a 68 year old. Is this time critical?",urgent
"I suddenly have difficulty speaking and weakness on one side of the body and I am 87 years old she. I'm really scared, what do I do?",urgent
"I am 61 years old boy. Since with mental confusion, I have been having broken bone visible through skin. Should I go to the emergency room?",urgent
"Is severe allergic reaction with tongue swelling during a meal dangerous? Happened to my roommate, 33 years old.",urgent
"19 years old, with severe persistent headache and stiff neck during a meal. Really scared, advice please!",urgent
"22 years old, he with broken bone visible through skin after a heated argument. Really scared, advice please!",urgent
"I live with a 4 year old man, now they are experiencing breathing difficulty and wheezing after bee sting for the past hour. Do I need to act fast?",urgent
"Patient: 33 years, . Presents: not able to pass urine and distended abdomen with mental confusion. Admission needed?",urgent
"I live with a 78 year old she, now they are experiencing vomiting and severe diarrhea in a small child when I tried to stand up. Do I need to act fast?",urgent
"I live with a 69 year old her, now they are experiencing severe abdominal pain with vomiting in the middle of the night. Do I need to act fast?",urgent
"68 years old, boy with severe sudden back pain and weakness in legs with very high fever. Really scared, advice please!",urgent
"Rushed my grandfather (3, him) to hospital because of new epileptic seizures for the first time. Was this the right thing?",urgent
In what cases should someone with vomiting blood and feeling faint after returning from traveling abroad (age 36) seek emergency care?,urgent
"ER or wait? broken bone visible through skin when I tried to stand up, age 17.",urgent
"Rushed my uncle (56, ) to hospital because of loss of consciousness after a head injury. Was this the right thing?",urgent
"I suddenly have loss of consciousness after a head injury and I am 84 years old . I'm really scared, what do I do?",urgent
"What should I do right now about new epileptic seizures for the first time during a meal? Age 21, .",urgent
Can you help? I'm a 27 year old her and I just had high fever and purple skin spots during the night.,urgent
In what cases should someone with difficulty speaking and weakness on one side of the body during the night (age 60) seek emergency care?,urgent
"I am 36 years old . Since with sweating and nausea, I have been having very rapid irregular heartbeat and dizziness. Should I go to the emergency room?",urgent
Observing heavy bleeding from a deep cut in the leg in 40 year old following a fall down the stairs. Should we go to ER?,urgent
Observing loss of consciousness after a head injury in 27 year old woman for the past hour. Should we go to ER?,urgent
"78 years old, him with loss of consciousness after a head injury after an episode of choking. Really scared, advice please!",urgent
"Do I need to worry about blood in stool with strong abdominal pain? I'm 14, woman, it started since this morning.",urgent
"Do I need to worry about severe abdominal pain with vomiting? I'm 49, boy, it started as soon as I started running.",urgent
Can you help? I'm a 8 year old woman and I just had loss of movement in both arms after electric shock while exercising.,urgent
"I am 54 years old he. Since after a dental procedure, I have been having breathing difficulty and wheezing after bee sting. Should I go to the emergency room?",urgent
I have severe persistent headache and stiff neck since for the past hour. I am 27 years old. Emergency?,urgent
"Worried! severe abdominal pain with vomiting started in my grandfather, aged 72, following heavy exertion.",urgent
Emergency? severe allergic reaction with tongue swelling started with very high fever in a 8 year old boy.,urgent
Emergency? uncontrolled bleeding after dental procedure started after returning from traveling abroad in a 31 year old him.,urgent
"Rushed my my parent (60, he) to hospital because of loss of consciousness after a head injury. Was this the right thing?",urgent
How urgent is blood in stool with strong abdominal pain after a cycling accident for someone aged 57?,urgent
"I'm 51, girl, feeling severe dehydration after prolonged vomiting with blue lips. Is this urgent?",urgent
I have vomiting blood and feeling faint since with sweating and nausea. I am 10 years old. Emergency?,urgent
"high fever and purple skin spots after a fever for three days, happened to a 72 year old. Is this time critical?",urgent
"ER or wait? choking and cannot breathe after a fever for three days, age 72.",urgent
"My nephew, aged 83, suddenly got unable to speak and face drooping on one side with sweating and nausea. Is this life-threatening?",urgent
"ER or wait? blood in stool with strong abdominal pain following a seizure, age 4.",urgent
"Rushed my my patient (46, woman) to hospital because of severe persistent headache and stiff neck. Was this the right thing?",urgent
"I live with a 45 year old he, now they are experiencing vomiting blood and feeling faint during a meal. Do I need to act fast?",urgent
"I live with a 55 year old girl, now they are experiencing swallowing household product (poison ingestion) when I woke up. Do I need to act fast?",urgent
In what cases should someone with very rapid irregular heartbeat and dizziness following a seizure (age 25) seek emergency care?,urgent
"unable to speak and face drooping on one side as soon as I started running, happened to a 47 year old. Is this time critical?",urgent
"I suddenly have mental confusion and agitation in elderly and I am 35 years old him. I'm really scared, what do I do?",urgent
"I'm 52, man, feeling vomiting blood and feeling faint during the night. Is this urgent?",urgent
"I suddenly have loss of movement in both arms after electric shock and I am 71 years old him. I'm really scared, what do I do?",urgent
Emergency? uncontrolled bleeding after dental procedure started after returning from traveling abroad in a 18 year old her.,urgent
"I live with a 5 year old , now they are experiencing broken bone visible through skin when I tried to stand up. Do I need to act fast?",urgent
"Worried! loss of movement in both arms after electric shock started in my my student, aged 46, with very high fever.",urgent
Observing seizures with high fever in 82 year old after a fever for three days. Should we go to ER?,urgent
How urgent is breathing difficulty and wheezing after bee sting as soon as I started running for someone aged 39?,urgent
My father (41 years old) just developed excruciating testicular pain and swelling since this morning. Should we call an ambulance?,urgent
Emergency? unable to speak and face drooping on one side started following heavy exertion in a 16 year old she.,urgent
"Worried! swallowing household product (poison ingestion) started in my my twin, aged 23, after eating unknown food.",urgent
Observing breathing difficulty and wheezing after bee sting in 2 year old she as soon as I started running. Should we go to ER?,urgent
"Do I need to worry about severe sudden back pain and weakness in legs? I'm 53, girl, it started after returning from traveling abroad.",urgent
Observing severe abdominal pain with vomiting in 2 year old woman during the night. Should we go to ER?,urgent
In what cases should someone with excruciating testicular pain and swelling after an episode of choking (age 61) seek emergency care?,urgent
"What should I do right now about uncontrolled bleeding after dental procedure while exercising? Age 15, woman.",urgent
Observing new epileptic seizures for the first time in 64 year old him after a heated argument. Should we go to ER?,urgent
How urgent is swallowing household product (poison ingestion) in the middle of the night for someone aged 59?,urgent
"Is heavy bleeding from a deep cut in the leg while at work dangerous? Happened to my my parent, 83 years old.",urgent
Can you help? I'm a 10 year old and I just had excruciating testicular pain and swelling after a cycling accident.,urgent
I have new epileptic seizures for the first time since as soon as I started running. I am 35 years old. Emergency?,urgent
Can you help? I'm a 18 year old boy and I just had severe sudden back pain and weakness in legs after being stung by an insect.,urgent
"severe sudden back pain and weakness in legs in the middle of the night, happened to a 27 year old. Is this time critical?",urgent
Emergency? vomiting blood and feeling faint started with blue lips in a 4 year old her.,urgent
Emergency? breathing difficulty and wheezing after bee sting started after a cycling accident in a 44 year old man.,urgent
"68 years old, girl with very rapid irregular heartbeat and dizziness after a dental procedure. Really scared, advice please!",urgent
How urgent is severe persistent headache and stiff neck during the night for someone aged 7?,urgent
"I am 81 years old woman. Since following a seizure, I have been having vomiting and severe diarrhea in a small child. Should I go to the emergency room?",urgent
"I'm 74, , feeling acute eye pain and sudden vision blurring after a cycling accident. Is this urgent?",urgent
How urgent is broken bone visible through skin when I tried to stand up for someone aged 4?,urgent
"ER or wait? intense abdominal pain after eating questionable food after an episode of choking, age 70.",urgent
In what cases should someone with high fever and purple skin spots when I woke up (age 83) seek emergency care?,urgent
"I am 30 years old . Since for the past hour, I have been having high fever and purple skin spots. Should I go to the emergency room?",urgent
"Patient: 51 years, boy. Presents: severe abdominal pain with vomiting after eating unknown food. Admission needed?",urgent
"Rushed my uncle (40, ) to hospital because of sudden severe chest pain and shortness of breath. Was this the right thing?",urgent
"Is excruciating testicular pain and swelling with mental confusion dangerous? Happened to my my classmate, 22 years old.",urgent
My stepfather (19 years old) just developed high fever and purple skin spots after being stung by an insect. Should we call an ambulance?,urgent
"ER or wait? new epileptic seizures for the first time after a fever for three days, age 70.",urgent
"Rushed my aunt (26, him) to hospital because of loss of movement in both arms after electric shock. Was this the right thing?",urgent
"ER or wait? new epileptic seizures for the first time while exercising, age 10.",urgent
How urgent is uncontrolled bleeding after dental procedure with sweating and nausea for someone aged 12?,urgent
"ER or wait? severe dehydration after prolonged vomiting when I tried to stand up, age 13.",urgent
"I'm 50, her, feeling vomiting blood and feeling faint following a fall down the stairs. Is this urgent?",urgent
In what cases should someone with seizures with high fever following a fall down the stairs (age 3) seek emergency care?,urgent
"What should I do right now about mental confusion and agitation in elderly after being stung by an insect? Age 79, she.",urgent
"ER or wait? choking and cannot breathe when I tried to stand up, age 23.",urgent
